Date,Open,High,Low,Close,Adj Close,Volume
2008-01-08,56.762501,57.329399,56.275101,56.533699,56.533699,3676565
2008-01-09,56.533699,56.742599,55.399799,56.643101,56.643101,3840998
2008-01-10,56.702801,56.792301,55.369999,55.588799,55.588799,3159306
2008-01-13,54.723499,55.797699,54.624100,55.399799,55.399799,5042216
2008-01-14,56.046299,56.046299,54.425098,54.653900,54.653900,5866606
2008-01-15,53.171902,53.510101,52.366299,52.455799,52.455799,6903891
2008-01-16,52.585098,52.953098,51.252300,51.252300,51.252300,8772684
2008-01-17,50.227901,53.311199,49.879700,52.913300,52.913300,7622449
2008-01-20,52.605000,52.764099,50.506401,50.506401,50.506401,6622115
2008-01-21,48.377899,49.511700,48.139198,48.586800,48.586800,7471568
2008-01-22,51.928600,52.515499,48.934898,49.601299,49.601299,8194826
2008-01-23,50.983799,51.222500,49.730598,50.476501,50.476501,5557804
2008-01-24,50.774899,53.420601,50.774899,53.420601,53.420601,11948164
2008-01-28,53.609501,53.659302,50.864399,51.431301,51.431301,5355780
2008-01-29,52.416000,52.416000,48.736000,48.736000,48.736000,8182789
2008-01-30,48.238602,49.432201,47.323601,49.133801,49.133801,8447668
2008-01-31,49.840000,50.844501,49.412300,50.844501,50.844501,5098815
2008-02-03,51.769501,52.207100,48.736000,48.736000,48.736000,6955300
2008-02-04,49.472000,50.128399,48.875198,49.551498,49.551498,6791213
2008-02-05,48.885101,49.272999,48.288399,48.288399,48.288399,6681514
2008-02-06,48.069599,48.835400,47.701500,48.556900,48.556900,4486477
2008-02-07,49.521702,50.128399,49.302898,49.869801,49.869801,3553988
2008-02-10,49.233200,49.233200,48.149101,48.487301,48.487301,4590374
2008-02-11,48.835400,49.770302,47.731400,49.133801,49.133801,5675851
2008-02-12,47.552399,47.731400,45.782001,45.951000,45.951000,15928673
2008-02-13,46.597500,47.443001,45.652599,46.796501,46.796501,9737014
2008-02-14,45.941101,46.537899,45.403999,46.130100,46.130100,7682419
2008-02-17,43.743000,44.638100,43.414799,43.762901,43.762901,5395973
2008-02-18,44.508900,45.155300,43.792702,45.026100,45.026100,6943537
2008-02-19,44.707802,44.787300,43.096500,43.096500,43.096500,7314620
2008-02-20,43.315300,43.941898,42.469898,43.215900,43.215900,6687953
2008-02-21,42.360500,42.708599,42.062099,42.360500,42.360500,5330724
2008-02-24,42.768299,44.528702,42.768299,44.429298,44.429298,5896942
2008-02-25,45.155300,45.622799,43.494400,45.612900,45.612900,7024025
2008-02-26,46.040600,46.537899,45.762100,46.159901,46.159901,5136335
2008-02-27,45.752102,45.752102,43.812599,43.812599,43.812599,6678557
2008-02-28,42.668800,42.668800,41.405701,41.903000,41.903000,11853640
2008-03-02,40.182301,40.500599,39.764599,39.784500,39.784500,6497331
2008-03-03,39.933601,40.291698,38.889301,39.784500,39.784500,8086033
2008-03-04,40.490601,41.127201,38.988800,39.734699,39.734699,8850210
2008-03-05,40.281700,40.679600,39.495998,40.351398,40.351398,5854509
2008-03-06,38.889301,39.704899,38.610802,39.138000,39.138000,9666293
2008-03-09,38.759998,39.177700,38.053799,38.491501,38.491501,4612689
2008-03-10,37.795200,39.525799,37.357601,39.446301,39.446301,5727139
2008-03-11,42.271000,42.360500,41.276402,41.594601,41.594601,7858094
2008-03-12,40.997898,41.147099,39.177700,39.287102,39.287102,4497310
2008-03-13,40.301701,40.510502,38.819698,39.555698,39.555698,3624621
2008-03-16,38.461601,38.889301,36.780701,37.148701,37.148701,9164476
2008-03-17,36.830399,38.471600,36.820499,37.367500,37.367500,8896818
2008-03-18,39.257301,39.784500,38.750000,39.784500,39.784500,8561186
2008-03-19,38.789799,39.535801,38.391998,39.088200,39.088200,14570628
2008-03-24,41.077400,42.668800,40.878502,42.221199,42.221199,8108296
2008-03-25,42.221199,42.967201,41.843300,42.877701,42.877701,6120046
2008-03-26,42.022301,42.261002,41.694099,42.082001,42.082001,5206577
2008-03-27,41.455399,42.479801,40.480701,42.479801,42.479801,6868675
2008-03-30,42.071999,42.907501,41.326099,41.584702,41.584702,5219623
2008-03-31,42.310799,42.310799,40.779099,41.863201,41.863201,4059600
2008-04-01,43.544102,44.140800,43.464500,44.051300,44.051300,5781958
2008-04-02,44.160702,45.304501,43.365101,45.165298,45.165298,4161743
2008-04-03,45.006199,45.483601,44.359699,45.234901,45.234901,2660518
2008-04-07,44.260201,44.508900,43.325298,43.822601,43.822601,5218423
2008-04-08,42.967201,44.061298,42.668800,42.937401,42.937401,4183789
2008-04-09,42.798100,42.877701,41.435501,41.624500,41.624500,2941480
2008-04-10,41.027699,41.246498,40.599998,40.888500,40.888500,3601077
2008-04-11,41.226601,42.071999,40.580101,41.206699,41.206699,3881967
2008-04-14,40.381199,40.381199,39.834202,40.271801,40.271801,2824219
2008-04-15,40.331501,41.942699,40.072899,41.355900,41.355900,3026457
2008-04-16,42.171501,42.251099,41.276402,41.813400,41.813400,2327340
2008-04-17,42.758301,42.758301,41.823399,42.231201,42.231201,3522084
2008-04-18,42.280899,42.440102,40.779099,41.435501,41.435501,3030551
2008-04-21,42.569401,43.812599,42.370399,43.663399,43.663399,5132246
2008-04-22,42.768299,43.762901,42.549500,43.762901,43.762901,3799805
2008-04-23,43.593800,44.160702,43.414799,43.951900,43.951900,4815894
2008-04-24,43.076599,44.459099,42.887600,43.265598,43.265598,7043310
2008-04-28,44.339802,45.215000,43.902100,44.459099,44.459099,4133379
2008-04-29,44.906700,45.105598,44.061298,44.558601,44.558601,3046135
2008-04-30,44.359699,44.837101,43.762901,44.608299,44.608299,2880219
2008-05-01,44.329800,44.658001,43.772800,43.802700,43.802700,2613157
2008-05-02,44.876900,45.244900,44.419300,44.707802,44.707802,3379505
2008-05-05,45.006199,45.105598,43.842499,43.961800,43.961800,3887357
2008-05-06,43.563999,43.663399,42.917500,43.016899,43.016899,2500868
2008-05-07,43.106400,43.235699,41.674198,41.674198,41.674198,3708101
2008-05-08,41.335999,43.464500,41.077400,43.464500,43.464500,4196770
2008-05-09,43.464500,44.488998,43.166100,43.683300,43.683300,4114319
2008-05-12,44.548599,45.742199,44.299999,45.612900,45.612900,4175099
2008-05-13,45.672600,45.891399,44.508900,45.105598,45.105598,4191622
2008-05-14,44.986301,45.403999,44.459099,44.717701,44.717701,3050414
2008-05-15,45.055901,45.622799,44.578499,44.578499,44.578499,3681809
2008-05-16,44.608299,45.423901,43.862400,44.707802,44.707802,4728725
2008-05-19,45.055901,45.244900,44.140800,44.170700,44.170700,3060935
2008-05-20,43.941898,44.638100,43.534100,43.544102,43.544102,3246638
2008-05-21,43.056702,43.504299,42.271000,42.350498,42.350498,3718862
2008-05-22,41.773701,42.808102,41.535000,42.430099,42.430099,4641599
2008-05-23,42.380402,43.315300,41.773701,42.071999,42.071999,3119903
2008-05-26,41.873100,42.300800,41.455399,42.002399,42.002399,3212623
2008-05-27,41.922901,42.728500,41.922901,42.450001,42.450001,2707949
2008-05-28,42.967201,43.106400,42.499699,43.066700,43.066700,3333103
2008-05-29,43.265598,43.583900,42.440102,42.559399,42.559399,2442510
2008-05-30,42.390301,43.106400,41.903000,42.091900,42.091900,5424757
2008-06-02,42.171501,42.410198,40.858601,41.723900,41.723900,3661889
2008-06-03,41.107300,41.475300,40.719398,41.266399,41.266399,5097611
2008-06-04,41.793598,42.032299,41.117199,41.425598,41.425598,3902182
2008-06-05,41.624500,42.569401,41.525002,42.469898,42.469898,2283240
2008-06-06,43.275501,43.434700,42.300800,43.166100,43.166100,3209619
2008-06-10,42.191399,42.271000,41.624500,41.644402,41.644402,4243001
2008-06-11,42.071999,42.857800,41.296299,42.609100,42.609100,5888409
2008-06-12,41.326099,41.763699,41.067501,41.385799,41.385799,4567435
2008-06-13,41.972599,42.032299,40.062901,41.535000,41.535000,4522687
2008-06-16,41.753799,41.972599,40.779099,41.614498,41.614498,2662140
2008-06-17,41.127201,41.743801,40.460800,41.077400,41.077400,5875854
2008-06-18,40.281700,41.167000,39.933601,40.421001,40.421001,6779339
2008-06-19,39.237400,39.963501,39.237400,39.685001,39.685001,9192733
2008-06-20,39.635300,39.874001,39.038502,39.147900,39.147900,5436153
2008-06-23,38.362099,39.575600,38.302502,39.486099,39.486099,4715985
2008-06-24,39.187698,39.217499,38.083698,38.391998,38.391998,6200671
2008-06-25,38.143299,38.889301,37.954399,38.730202,38.730202,5612134
2008-06-26,39.883900,40.948101,39.794399,40.679600,40.679600,9471003
2008-06-27,39.486099,40.281700,38.938999,40.281700,40.281700,14715077
2008-06-30,40.381199,40.450802,39.615398,39.953499,39.953499,7096053
2008-07-01,39.963501,40.212101,38.938999,39.018600,39.018600,4236531
2008-07-02,39.108101,40.162399,38.292500,39.993301,39.993301,7463359
2008-07-03,39.804298,41.137100,39.585499,41.127201,41.127201,6909337
2008-07-04,41.535000,42.131699,41.186901,42.101898,42.101898,4412452
2008-07-07,41.773701,41.922901,40.878502,41.226601,41.226601,3393503
2008-07-08,41.176899,41.714001,40.331501,40.510502,40.510502,3945899
2008-07-09,41.465302,41.644402,40.938202,41.266399,41.266399,5983351
2008-07-10,40.222099,40.908401,39.874001,40.331501,40.331501,7542696
2008-07-11,40.281700,40.480701,39.525799,40.102699,40.102699,5767822
2008-07-14,39.784500,40.421001,39.197601,39.943600,39.943600,4533393
2008-07-15,39.456200,39.456200,38.073700,38.541199,38.541199,4978685
2008-07-16,38.541199,39.804298,38.481499,39.804298,39.804298,5929598
2008-07-17,41.574699,41.684200,41.087399,41.365898,41.365898,6639049
2008-07-18,41.375801,41.694099,40.978001,41.574699,41.574699,5205993
2008-07-21,42.370399,43.116402,42.290901,43.116402,43.116402,5562936
2008-07-22,42.668800,42.887600,42.271000,42.768299,42.768299,3811662
2008-07-23,43.265598,44.558601,43.265598,44.359699,44.359699,6733918
2008-07-24,45.016102,46.438400,44.588402,46.139999,46.139999,11951300
2008-07-25,43.832500,44.061298,43.016899,43.016899,43.016899,15486174
2008-07-28,41.574699,41.972599,40.410999,40.878502,40.878502,8903535
2008-07-29,38.889301,39.685001,38.759998,39.118099,39.118099,9781814
2008-07-30,40.331501,40.689499,40.082802,40.172401,40.172401,5508546
2008-07-31,40.580101,40.838699,39.535801,39.535801,39.535801,8089934
2008-08-01,39.287102,39.476101,38.899200,39.287102,39.287102,4923140
2008-08-04,39.396500,40.281700,38.949001,39.466202,39.466202,3366188
2008-08-05,39.287102,41.176899,39.237400,41.027699,41.027699,6370174
2008-08-06,42.768299,43.643501,42.271000,43.613701,43.613701,6223442
2008-08-07,43.514198,43.882301,42.847900,43.713200,43.713200,5313168
2008-08-08,42.469898,43.444599,42.330700,43.186001,43.186001,4604058
2008-08-11,44.459099,45.135502,44.240299,44.240299,44.240299,7892240
2008-08-12,44.747601,45.065800,43.961800,44.270100,44.270100,5518210
2008-08-13,43.414799,43.812599,43.076599,43.812599,43.812599,6141147
2008-08-14,43.713200,44.001598,42.977100,43.265598,43.265598,8043795
2008-08-15,43.544102,43.931999,43.116402,43.464500,43.464500,5025249
2008-08-18,41.972599,42.798100,41.703999,41.912899,41.912899,6532882
2008-08-19,41.276402,41.415600,40.689499,40.779099,40.779099,4545061
2008-08-20,40.580101,41.246498,40.381199,40.878502,40.878502,4972651
2008-08-21,40.629902,40.878502,40.033100,40.381199,40.381199,3183084
2008-08-22,40.381199,41.226601,39.983398,41.157001,41.157001,4760309
2008-08-25,42.171501,42.450001,41.873100,42.420200,42.420200,4550707
2008-08-26,41.873100,42.241100,41.335999,42.121799,42.121799,4789758
2008-08-27,42.091900,42.121799,41.286301,41.405701,41.405701,3346059
2008-08-28,41.475300,42.211300,40.878502,40.878502,40.878502,5667222
2008-08-29,41.723900,42.400299,41.505100,42.171501,42.171501,6600963
2008-09-01,41.873100,42.469898,41.574699,42.390301,42.390301,2772189
2008-09-02,42.489799,43.414799,42.290901,42.827999,42.827999,4288114
2008-09-03,43.066700,43.713200,42.778198,43.116402,43.116402,5946926
2008-09-04,43.563999,43.723099,42.181499,42.668800,42.668800,5845113
2008-09-05,41.475300,41.614498,41.037701,41.365898,41.365898,5134546
2008-09-08,42.967201,44.628201,42.867699,44.628201,44.628201,7799867
2008-09-09,44.359699,44.757500,43.305401,43.583900,43.583900,4424972
2008-09-10,42.668800,43.583900,42.071999,43.265598,43.265598,5920791
2008-09-11,42.967201,43.026901,41.773701,41.773701,41.773701,4038493
2008-09-12,42.768299,42.768299,41.773701,42.758301,42.758301,3182472
2008-09-15,41.296299,42.052200,40.759201,41.753799,41.753799,5399002
2008-09-16,40.560200,41.574699,40.510502,41.475300,41.475300,5448754
2008-09-17,42.469898,42.509701,40.351398,40.878502,40.878502,5888069
2008-09-18,38.958900,40.042999,38.909199,39.863998,39.863998,11797821
2008-09-19,41.773701,42.708599,41.525002,42.469898,42.469898,8660121
2008-09-22,45.254799,45.254799,43.444599,44.359699,44.359699,5908911
2008-09-23,43.205898,44.299999,43.007000,43.981701,43.981701,2881041
2008-09-24,44.011600,44.578499,43.961800,43.961800,43.961800,2496145
2008-09-25,43.802700,44.349701,43.394901,43.812599,43.812599,3306484
2008-09-26,44.608299,44.737598,43.156200,44.190601,44.190601,6028575
2008-09-29,44.747601,44.757500,43.474499,43.633598,43.633598,2117401
2008-09-30,41.475300,43.713200,41.306198,42.390301,42.390301,5670664
2008-10-01,43.912102,44.638100,43.305401,44.618301,44.618301,3302698
2008-10-02,44.956402,45.573101,44.658001,45.155300,45.155300,4318837
2008-10-03,44.061298,45.055901,44.021500,44.767399,44.767399,2915094
2008-10-05,44.727699,44.767399,43.205898,43.762901,43.762901,1404140
2008-10-06,42.569401,45.533298,42.450001,44.906700,44.906700,3790625
2008-10-07,44.906700,44.906700,44.906700,44.906700,44.906700,0
2008-10-08,39.187698,42.718601,38.988800,42.171501,42.171501,10521732
2008-10-09,40.281700,41.027699,38.929100,39.336899,39.336899,7912182
2008-10-12,41.276402,42.171501,40.590099,41.972599,41.972599,6537280
2008-10-13,43.862400,44.329800,43.583900,44.309898,44.309898,7785820
2008-10-14,44.309898,44.309898,42.977100,43.514198,43.514198,4467501
2008-10-15,41.912899,42.271000,41.405701,42.171501,42.171501,4129470
2008-10-16,42.668800,43.166100,40.480701,41.186901,41.186901,5001539
2008-10-19,41.952702,42.967201,41.535000,42.967201,42.967201,4262024
2008-10-20,43.762901,43.762901,42.280899,42.957298,42.957298,4029833
2008-10-21,42.519600,43.375000,41.535000,41.664299,41.664299,4554236
2008-10-22,40.978001,41.624500,40.580101,41.176899,41.176899,3329709
2008-10-23,41.425598,41.813400,39.376701,40.619900,40.619900,4316618
2008-10-26,40.639801,40.699501,38.799801,39.804298,39.804298,4022165
2008-10-27,39.287102,39.625301,38.929100,39.167801,39.167801,4116809
2008-10-28,40.828800,41.067501,39.138000,40.082802,40.082802,3869247
2008-10-29,40.381199,40.958099,39.406502,39.973400,39.973400,6411715
2008-10-30,39.784500,40.222099,39.306999,40.082802,40.082802,7495732
2008-11-02,40.381199,41.614498,40.381199,41.614498,41.614498,3319993
2008-11-03,41.127201,41.843300,41.127201,41.574699,41.574699,2953680
2008-11-04,41.922901,41.922901,40.182301,40.779099,40.779099,6438040
2008-11-05,39.764599,40.222099,39.287102,39.585499,39.585499,5359261
2008-11-06,38.988800,40.381199,38.590900,39.854099,39.854099,3465977
2008-11-09,39.495998,39.764599,37.725601,37.795200,37.795200,9672937
2008-11-10,36.919998,36.999500,35.418098,35.418098,35.418098,8689921
2008-11-11,35.209202,35.706501,34.363800,34.910900,34.910900,6208969
2008-11-12,33.130501,33.538300,32.702801,32.822201,32.822201,6536147
2008-11-13,34.811401,34.861099,31.927000,31.927000,31.927000,6149434
2008-11-16,31.578899,31.777800,29.758801,31.161200,31.161200,6417794
2008-11-17,30.136700,32.464100,29.440500,29.937799,29.937799,9208397
2008-11-18,30.982100,31.131300,29.241600,30.763300,30.763300,8440442
2008-11-19,29.042700,29.878099,28.943199,29.152100,29.152100,7863947
2008-11-20,28.197201,30.783199,27.699900,30.783199,30.783199,7788930
2008-11-23,30.634001,30.833000,28.943199,30.057100,30.057100,6142384
2008-11-24,31.330200,33.816799,30.902599,33.816799,33.816799,8445133
2008-11-25,33.120499,33.120499,31.927000,32.484001,32.484001,4405099
2008-11-26,33.319500,33.379200,32.096100,32.573502,32.573502,3850342
2008-11-27,32.822201,33.906300,32.175701,33.906300,33.906300,8231497
2008-11-30,34.115200,34.115200,32.722698,32.822201,32.822201,3709152
2008-12-01,31.817600,32.235401,31.081600,31.081600,31.081600,3835029
2008-12-02,31.877300,32.125900,30.415199,31.031900,31.031900,4135292
2008-12-03,31.966801,32.026501,31.101500,31.429701,31.429701,2872410
2008-12-04,31.011999,31.917101,30.733500,30.733500,30.733500,3636798
2008-12-07,31.419800,33.279701,31.131300,32.623199,32.623199,4822156
2008-12-08,29.838301,30.833000,29.669300,29.838301,29.838301,12436615
2008-12-09,28.843700,29.341000,28.346399,28.346399,28.346399,12530684
2008-12-10,28.843700,28.843700,27.749599,27.998301,27.998301,9664585
2008-12-11,27.759600,28.167400,27.391600,27.998301,27.998301,5359221
2008-12-14,28.346399,28.525400,27.898800,27.898800,27.898800,5432155
2008-12-15,27.898800,28.992901,27.699900,28.992901,28.992901,7182708
2008-12-16,28.992901,28.992901,28.992901,28.992901,28.992901,193040
2008-12-17,25.760401,26.496401,25.611200,26.357201,26.357201,26111203
2008-12-18,26.367100,27.650200,26.158300,27.650200,27.650200,15261549
2008-12-21,27.849100,28.127600,26.914200,26.914200,26.914200,5460767
2008-12-22,26.367100,27.113100,26.367100,27.003700,27.003700,6026101
2008-12-23,26.367100,27.113100,26.367100,27.003700,27.003700,6026101
2008-12-28,27.351801,28.117701,27.232500,28.028099,28.028099,6178349
2008-12-29,28.595100,28.803900,28.416000,28.744301,28.744301,2548999
2008-12-30,28.595100,28.803900,28.416000,28.744301,28.744301,2548930
2009-01-01,28.823799,29.311199,28.803900,29.042700,29.042700,2269780
2009-01-04,29.341000,29.360901,28.356400,28.445900,28.445900,2908532
2009-01-05,28.992901,29.311199,28.754200,29.311199,29.311199,2564247
2009-01-06,29.341000,29.400700,28.754200,28.794001,28.794001,3413899
2009-01-07,28.694500,28.694500,27.888901,28.406099,28.406099,3969963
2009-01-08,28.346399,28.704500,28.266800,28.644800,28.644800,2304865
2009-01-11,28.346399,28.396200,27.948601,28.167400,28.167400,1909376
2009-01-12,27.998301,28.237000,27.849100,28.237000,28.237000,2775553
2009-01-13,28.028099,28.386200,28.018200,28.266800,28.266800,2523197
2009-01-14,28.008200,28.008200,27.003700,27.162800,27.162800,4136219
2009-01-15,27.292101,27.610399,27.142900,27.202600,27.202600,3491863
2009-01-18,27.351801,27.600500,26.993700,27.282200,27.282200,2737730
2009-01-19,26.655600,26.715300,25.899700,26.208000,26.208000,6039430
2009-01-20,25.859900,25.859900,25.312901,25.472000,25.472000,8217768
2009-01-21,26.337299,26.357201,25.302900,25.462000,25.462000,6241858
2009-01-22,25.273100,25.283001,23.900499,23.940300,23.940300,7774169
2009-01-26,24.865299,24.865299,24.477400,24.606701,24.606701,5480326
2009-01-27,24.745899,26.406900,24.646500,26.168200,26.168200,6128328
2009-01-28,26.944000,27.033501,26.486500,26.754999,26.754999,5171363
2009-01-29,26.357201,26.804800,25.840000,26.754999,26.754999,8680728
2009-02-01,26.436800,26.794800,26.168200,26.307501,26.307501,2372232
2009-02-02,28.147499,29.112301,28.038099,28.893499,28.893499,14856779
2009-02-03,28.843700,29.191799,28.346399,29.022800,29.022800,4490420
2009-02-04,28.744301,28.923300,28.157400,28.823799,28.823799,4423567
2009-02-05,29.032700,29.559799,28.943199,29.539900,29.539900,3589287
2009-02-08,30.345600,30.385401,29.748800,29.778700,29.778700,3406728
2009-02-09,30.236200,30.236200,29.092400,29.440500,29.440500,4328257
2009-02-10,28.853701,29.898001,28.853701,29.758801,29.758801,4582259
2009-02-11,29.987499,31.021900,29.967600,30.783199,30.783199,6183780
2009-02-12,30.823000,31.230801,30.295900,31.230801,31.230801,4759076
2009-02-15,29.888100,30.305799,29.191799,29.460400,29.460400,8502110
2009-02-16,29.301300,29.798500,28.704500,28.853701,28.853701,5706868
2009-02-17,28.545300,29.002899,28.077900,29.002899,29.002899,4798674
2009-02-18,29.191799,29.788601,29.002899,29.689100,29.689100,2990905
2009-02-19,29.440500,29.490200,29.042700,29.410700,29.410700,2855556
2009-02-22,29.142099,29.738899,28.634899,29.420601,29.420601,3561485
2009-02-23,28.684601,29.281300,28.595100,29.092400,29.092400,3360404
2009-02-24,29.420601,29.539900,28.525400,28.973000,28.973000,3711940
2009-02-25,29.261499,29.788601,28.983000,29.639400,29.639400,3794978
2009-02-26,29.420601,29.719000,29.042700,29.639400,29.639400,6610018
2009-03-01,28.893499,28.992901,28.217100,28.356400,28.356400,3623927
2009-03-02,27.500999,28.137600,26.884300,28.137600,28.137600,4236826
2009-03-03,27.351801,27.550699,26.954000,27.123100,27.123100,4840359
2009-03-04,27.103201,27.441299,26.914200,27.182699,27.182699,4324025
2009-03-05,26.735100,27.013599,26.307501,26.854500,26.854500,4565952
2009-03-08,26.735100,26.824699,26.287600,26.496401,26.496401,3913454
2009-03-09,26.705299,27.630301,26.605900,27.630301,27.630301,5547978
2009-03-10,28.644800,28.754200,28.097799,28.455799,28.455799,5567193
2009-03-11,28.585100,28.784000,27.879000,28.515499,28.515499,3376606
2009-03-12,29.092400,30.246099,29.002899,30.087000,30.087000,7591314
2009-03-15,30.663900,31.290501,30.415199,30.833000,30.833000,8588372
2009-03-16,31.181101,32.324902,31.011999,32.294998,32.294998,5260247
2009-03-17,33.319500,33.319500,32.424301,32.523800,32.523800,5730477
2009-03-18,33.090698,33.816799,32.623199,33.816799,33.816799,14329553
2009-03-19,33.418900,33.816799,32.662998,33.816799,33.816799,5560276
2009-03-22,33.319500,34.890999,33.090698,34.890999,34.890999,5735661
2009-03-23,36.591801,36.601700,34.145000,34.194698,34.194698,6237771
2009-03-24,34.015701,35.746300,34.005798,35.189301,35.189301,5988109
2009-03-25,35.686600,35.716499,34.413601,34.562698,34.562698,6880519
2009-03-26,34.910900,35.308701,34.125099,34.811401,34.811401,12337026
2009-03-29,34.592602,34.632401,34.194698,34.513000,34.513000,3300555
2009-03-30,34.463299,34.990398,34.194698,34.542900,34.542900,3906675
2009-03-31,34.552799,34.751701,34.065399,34.443401,34.443401,3250038
2009-04-01,34.910900,35.656799,34.522900,35.159500,35.159500,3609391
2009-04-02,35.517601,35.895500,35.308701,35.865700,35.865700,4137168
2009-04-06,36.004902,36.651402,35.408199,36.621601,36.621601,3326234
2009-04-07,36.253601,36.840401,36.114300,36.124298,36.124298,5570423
2009-04-08,35.656799,35.776199,34.403599,34.682098,34.682098,5173500
2009-04-09,35.060001,35.557400,34.771599,35.408199,35.408199,2387628
2009-04-14,36.780701,36.850300,36.362999,36.362999,36.362999,3333035
2009-04-15,36.303299,36.571800,35.587200,36.064602,36.064602,4182651
2009-04-16,36.939899,37.019402,36.114300,36.561901,36.561901,2769896
2009-04-17,37.297901,37.665901,36.800598,36.800598,36.800598,4225943
2009-04-20,37.297901,37.297901,36.024799,36.303299,36.303299,3204673
2009-04-21,35.577202,35.905499,35.318600,35.686600,35.686600,2598666
2009-04-22,35.905499,36.293400,35.736401,36.293400,36.293400,2276593
2009-04-23,36.253601,36.790699,36.193901,36.790699,36.790699,4999618
2009-04-24,36.502201,36.770802,35.368401,35.766201,35.766201,10308240
2009-04-27,35.905499,36.353001,34.582600,35.557400,35.557400,2929860
2009-04-28,35.000401,35.945301,34.662201,35.288799,35.288799,4504218
2009-04-29,34.811401,35.278900,34.154900,34.324001,34.324001,4025346
2009-04-30,34.930801,35.139599,34.731800,34.920799,34.920799,3470005
2009-05-01,34.572701,35.040100,34.463299,34.861099,34.861099,1713683
2009-05-04,34.821301,36.402802,34.821301,36.402802,36.402802,2755212
2009-05-05,37.248199,37.248199,35.815899,36.024799,36.024799,2951978
2009-05-06,36.253601,36.452499,35.308701,35.825901,35.825901,1999124
2009-05-07,36.353001,36.402802,35.438000,35.885601,35.885601,3575859
2009-05-08,35.557400,36.651402,35.557400,36.542000,36.542000,2956926
2009-05-11,36.472401,36.512199,36.024799,36.482300,36.482300,2831819
2009-05-12,35.905499,36.691200,35.706501,36.402802,36.402802,3115110
2009-05-13,36.551998,36.621601,35.656799,36.542000,36.542000,4210181
2009-05-14,35.825901,35.905499,35.109798,35.278900,35.278900,4114817
2009-05-15,35.686600,35.706501,35.318600,35.626999,35.626999,2545643
2009-05-18,35.159500,35.487701,35.070000,35.308701,35.308701,1765178
2009-05-19,36.054699,36.183998,35.835800,35.955200,35.955200,2047894
2009-05-20,36.203800,36.203800,35.408199,36.004902,36.004902,2238510
2009-05-21,35.557400,35.696602,35.179401,35.408199,35.408199,2924046
2009-05-22,35.209202,35.378300,34.930801,35.318600,35.318600,2270433
2009-05-25,34.811401,35.268902,34.572701,34.612499,34.612499,3640928
2009-05-26,34.662201,35.298801,33.777000,35.258999,35.258999,4554202
2009-05-27,35.199299,35.676701,34.572701,34.940701,34.940701,4546003
2009-05-28,34.711899,34.900902,33.767101,33.767101,33.767101,7988535
2009-05-29,34.433399,35.040100,34.085300,34.950600,34.950600,12616541
2009-06-01,35.298801,36.094398,34.861099,35.965099,35.965099,4533845
2009-06-02,36.412701,36.412701,35.626999,36.134201,36.134201,4328304
2009-06-03,36.283401,36.900101,36.014900,36.601700,36.601700,4871738
2009-06-04,36.800598,37.198502,36.442600,36.591801,36.591801,4617218
2009-06-05,37.019402,37.447102,36.174000,36.313301,36.313301,4441440
2009-06-09,36.959801,37.228298,36.452499,36.790699,36.790699,5257485
2009-06-10,36.900101,37.795200,36.830399,37.755402,37.755402,4801301
2009-06-11,37.546600,37.586399,36.969700,37.238201,37.238201,4528381
2009-06-12,37.367500,37.775299,37.238201,37.596298,37.596298,4382428
2009-06-15,37.506802,38.213001,37.297901,38.004101,38.004101,3965605
2009-06-16,37.695801,38.272598,37.606300,37.894699,37.894699,4642182
2009-06-17,37.477001,37.904598,36.929901,37.496799,37.496799,4328207
2009-06-18,38.063801,38.193100,37.377499,37.864799,37.864799,6916332
2009-06-19,38.232800,38.521301,37.994099,38.292500,38.292500,4551394
2009-06-22,38.461601,38.670502,38.153301,38.491501,38.491501,3026470
2009-06-23,37.795200,38.043900,36.979599,37.019402,37.019402,5914153
2009-06-24,37.049301,37.138802,36.532101,36.830399,36.830399,5024428
2009-06-25,36.651402,37.447102,36.422699,37.347599,37.347599,4164429
2009-06-26,37.675900,38.869400,37.646000,38.451698,38.451698,13414563
2009-06-29,38.342300,39.127998,38.163200,38.710300,38.710300,5671151
2009-06-30,39.167801,39.585499,38.391998,38.789799,38.789799,6736925
2009-07-01,38.690399,38.690399,37.596298,37.884701,37.884701,4155205
2009-07-02,37.964298,38.163200,37.218300,37.218300,37.218300,4594424
2009-07-03,36.601700,37.049301,36.472401,36.989601,36.989601,3704839
2009-07-06,36.800598,36.999500,36.561901,36.850300,36.850300,3006454
2009-07-07,37.148701,37.218300,36.721100,36.790699,36.790699,3077847
2009-07-08,36.054699,37.059200,36.004902,37.059200,37.059200,5753316
2009-07-09,36.800598,36.999500,36.532101,36.900101,36.900101,3492646
2009-07-10,36.949799,37.447102,36.701099,37.248199,37.248199,3060295
2009-07-13,37.098999,37.228298,36.502201,36.522099,36.522099,3170577
2009-07-14,37.297901,38.173199,37.198502,38.093601,38.093601,3777199
2009-07-15,38.382000,38.730202,38.113499,38.610802,38.610802,3524451
2009-07-16,39.287102,39.685001,39.008701,39.197601,39.197601,4925093
2009-07-17,39.575600,39.575600,39.048401,39.277199,39.277199,2378298
2009-07-20,39.476101,39.863998,39.167801,39.685001,39.685001,2748349
2009-07-21,39.784500,39.983398,39.237400,39.535801,39.535801,3186817
